SIMULATED_ANNEALING;1000;0.0187451;12;0;40 32 28 18 16 2 0 ;1150976;5681152;
HILL_CLIMB_DETERMINISTIC;1000;3.82192;12;12;58 48 28 16 14 12 ;1159168;5697536;
HILL_CLIMB_STOCHASTIC;1000;0.156833;12;12;56 40 16 14 12 ;1159168;5697536;
SIMULATED_ANNEALING;1000;0.225238;12;0;24 22 12 0 ;1187840;5976064;
HILL_CLIMB_DETERMINISTIC;1000;2.1915;12;20;36 20 ;1204224;6017024;
HILL_CLIMB_STOCHASTIC;1000;2.27375;12;20;36 22 20 ;1208320;6021120;
SIMULATED_ANNEALING;1000;1241.63;12;4;76 58 48 18 12 10 8 4 ;1204224;5881856;
HILL_CLIMB_DETERMINISTIC;1000;2.12804;12;16;62 40 28 20 16 ;1228800;5926912;
HILL_CLIMB_STOCHASTIC;1000;2.17748;12;16;62 40 28 22 16 ;1228800;5926912;
